frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
500,2,3,1,2,2,2,4,3,4,4
501,2,3,1,2,2,2,4,3,4,4
502,2,3,1,2,2,2,4,3,4,4
503,2,3,1,1,2,2,4,2,4,4
504,3,3,1,1,2,2,5,2,4,4
505,3,3,1,1,2,2,5,2,4,4
506,3,3,1,1,2,2,5,2,4,4
507,3,3,1,1,2,2,5,2,4,4
508,3,3,1,2,2,2,5,3,4,4
509,2,3,1,2,2,2,4,3,4,4
510,2,3,1,2,2,2,4,3,4,4
511,2,3,1,2,2,2,4,3,4,4
512,2,3,1,2,2,2,4,3,4,4
513,2,3,1,2,2,2,4,3,4,4
514,2,3,1,2,2,2,4,3,4,4
515,2,3,1,2,2,1,4,2,4,4
516,2,3,1,2,2,1,4,2,4,4
517,2,3,1,2,2,1,4,2,4,4
518,2,3,1,2,1,1,4,1,3,3
519,2,3,1,2,2,1,4,2,4,4
520,2,3,1,2,1,1,4,1,3,3
521,2,3,1,2,1,1,4,1,3,3
522,2,3,1,2,1,1,4,1,3,3
523,2,3,1,2,1,2,4,2,4,4
524,2,3,1,2,1,2,4,2,4,4
525,2,3,1,2,1,1,4,1,3,3
526,2,3,1,2,2,1,4,2,4,4
527,2,3,1,2,2,1,4,2,4,4
528,2,3,1,2,2,1,4,2,4,4
529,2,3,1,2,2,1,4,2,4,4
530,2,3,1,2,2,1,4,2,4,4
531,2,3,1,2,2,1,4,2,4,4
532,2,3,1,2,1,1,4,1,3,3
533,2,3,1,2,2,1,4,2,4,4
534,2,3,1,2,2,1,4,2,4,4
535,2,3,1,2,2,1,4,2,4,4
536,2,3,1,2,1,1,4,1,3,3
537,2,3,1,2,2,1,4,2,4,4
538,2,3,1,2,1,1,4,1,3,3
539,2,3,1,1,1,1,4,1,3,3
540,2,3,1,2,1,1,4,1,3,3
541,2,3,1,2,1,1,4,1,3,3
542,2,3,1,2,1,1,4,1,3,3
543,2,3,1,2,1,1,4,1,3,3
544,2,3,1,2,1,1,4,1,3,3
545,2,3,1,2,1,1,4,1,3,3
546,2,3,1,2,1,1,4,1,3,3
547,2,3,1,2,1,1,4,1,3,3
548,2,3,1,2,1,1,4,1,3,3
549,2,3,1,2,1,1,4,1,3,3
550,2,3,1,2,1,1,4,1,3,3
551,2,3,1,2,1,1,4,1,3,3
552,2,3,1,2,1,1,4,1,3,3
553,2,3,1,2,1,1,4,1,3,3
554,2,3,1,2,1,1,4,1,3,3
555,2,3,1,2,1,1,4,1,3,3
556,2,3,1,2,1,1,4,1,3,3
557,2,3,1,2,1,1,4,1,3,3
558,2,3,1,2,1,1,4,1,3,3
559,2,3,1,2,1,1,4,1,3,3
560,2,3,1,2,1,1,4,1,3,3
561,2,3,1,2,1,1,4,1,3,3
562,2,3,1,2,1,1,4,1,3,3
563,2,3,1,2,1,1,4,1,3,3
564,2,3,1,2,1,1,4,1,3,3
565,2,3,1,2,1,1,4,1,3,3
566,2,3,1,2,1,1,4,1,3,3
567,2,3,1,2,1,1,4,1,3,3
568,2,3,1,2,2,1,4,2,4,4
569,2,3,1,2,1,1,4,1,3,3
570,2,3,1,2,1,1,4,1,3,3
571,2,3,1,2,1,1,4,1,3,3
572,2,3,1,2,1,1,4,1,3,3
