frame,Neck,Trunk,Leg,UpperArm,LowerArm,Wrist,A,B,C,Final
515,2,3,4,2,1,1,7,1,7,7
516,2,3,4,2,1,1,7,1,7,7
517,2,3,4,2,1,1,7,1,7,7
518,2,3,4,2,1,1,7,1,7,7
519,2,3,4,2,1,1,7,1,7,7
520,2,3,4,2,1,1,7,1,7,7
521,2,3,4,2,1,1,7,1,7,7
522,2,3,4,2,1,1,7,1,7,7
523,2,3,4,2,1,1,7,1,7,7
524,2,3,4,2,1,1,7,1,7,7
525,2,3,4,2,1,1,7,1,7,7
526,2,3,4,2,1,1,7,1,7,7
527,2,3,4,2,1,1,7,1,7,7
528,2,3,4,2,1,2,7,2,7,7
529,2,3,4,2,1,1,7,1,7,7
530,2,3,4,2,1,1,7,1,7,7
531,2,3,4,2,1,1,7,1,7,7
532,2,3,4,2,1,1,7,1,7,7
533,2,3,4,2,1,1,7,1,7,7
534,2,3,4,2,1,1,7,1,7,7
535,2,3,4,2,1,1,7,1,7,7
536,2,3,4,2,1,1,7,1,7,7
537,2,3,4,2,1,1,7,1,7,7
538,2,3,4,2,1,1,7,1,7,7
539,2,3,4,2,1,1,7,1,7,7
540,2,3,4,2,1,1,7,1,7,7
541,2,3,4,2,1,2,7,2,7,7
542,2,3,4,2,1,2,7,2,7,7
543,2,3,4,2,1,2,7,2,7,7
544,2,3,4,2,1,2,7,2,7,7
545,2,3,4,2,1,2,7,2,7,7
546,2,3,4,2,1,2,7,2,7,7
547,2,3,4,2,1,2,7,2,7,7
548,2,3,4,2,1,2,7,2,7,7
549,2,3,4,2,1,2,7,2,7,7
550,2,3,4,2,1,1,7,1,7,7
551,2,3,4,2,1,1,7,1,7,7
552,2,3,4,2,1,1,7,1,7,7
553,2,3,4,2,1,1,7,1,7,7
554,2,3,4,2,1,1,7,1,7,7
555,2,3,4,2,1,1,7,1,7,7
556,2,3,4,2,1,1,7,1,7,7
557,2,3,4,2,1,1,7,1,7,7
558,2,3,4,2,1,1,7,1,7,7
559,2,3,4,2,1,2,7,2,7,7
560,2,3,4,2,1,2,7,2,7,7
561,2,3,4,2,1,2,7,2,7,7
562,2,3,4,2,1,2,7,2,7,7
563,2,3,4,2,1,2,7,2,7,7
564,2,3,4,2,1,2,7,2,7,7
565,2,3,4,2,1,2,7,2,7,7
566,2,3,4,2,1,2,7,2,7,7
567,2,3,4,2,1,2,7,2,7,7
568,2,3,4,2,1,2,7,2,7,7
569,2,3,4,2,1,2,7,2,7,7
570,2,3,4,2,1,2,7,2,7,7
571,2,3,4,2,1,2,7,2,7,7
572,2,3,4,2,1,2,7,2,7,7
573,2,3,4,2,1,2,7,2,7,7
